hospede_id,pais,uf,cidade,faixa_etaria,segmento
5139,Brasil,MG,Belo Horizonte,26-35,Lazer
5140,Brasil,PE,Recife,26-35,Corp
5141,Brasil,SP,Campinas,60+,Lazer
5142,Brasil,PR,Curitiba,46-60,Lazer
5143,Brasil,DF,Brasília,36-45,Lazer
5144,Brasil,RJ,Niterói,26-35,Corp
5145,Brasil,BA,Salvador,36-45,Lazer
5146,Brasil,PR,Curitiba,36-45,Lazer
5147,Brasil,SC,Florianópolis,26-35,Lazer
5148,Brasil,DF,Brasília,18-25,Corp
5149,Brasil,DF,Brasília,26-35,Corp
5150,Brasil,BA,Salvador,36-45,Lazer
5151,Brasil,PR,Curitiba,60+,Corp
5152,Brasil,RJ,Rio de Janeiro,46-60,Corp
5153,Brasil,DF,Brasília,18-25,Lazer
5154,Brasil,MG,Belo Horizonte,26-35,Lazer
5155,Brasil,PR,Curitiba,36-45,Lazer
5156,Brasil,RS,Porto Alegre,26-35,Lazer
5157,Brasil,SC,Florianópolis,18-25,Corp
5158,Brasil,RJ,Niterói,60+,Lazer
5159,Brasil,SC,Florianópolis,46-60,Lazer
5160,Brasil,BA,Salvador,60+,Lazer
5161,Brasil,BA,Salvador,26-35,Lazer
5162,Brasil,RJ,Niterói,46-60,Lazer
5163,Brasil,SC,Florianópolis,36-45,Lazer
5164,Brasil,PR,Curitiba,36-45,Corp
5165,Brasil,RJ,Niterói,18-25,Lazer
5166,Brasil,RJ,Niterói,26-35,Lazer
5167,Brasil,SC,Florianópolis,26-35,Corp
5168,Brasil,RJ,Niterói,46-60,Lazer
5169,Brasil,CE,Fortaleza,36-45,Lazer
5170,Brasil,RS,Porto Alegre,60+,Lazer
5171,Brasil,GO,Goiânia,36-45,Corp
5172,Brasil,SP,São Paulo,18-25,Lazer
5173,Brasil,MG,Belo Horizonte,26-35,Corp
5174,Brasil,SP,São Paulo,18-25,Lazer
5175,Brasil,GO,Goiânia,46-60,Lazer
5176,Brasil,ES,Vitória,26-35,Lazer
5177,Brasil,PE,Recife,26-35,Lazer
5178,Brasil,RJ,Rio de Janeiro,36-45,Lazer
5179,Brasil,RS,Porto Alegre,46-60,Lazer
5180,Brasil,RJ,Rio de Janeiro,36-45,Lazer
5181,Brasil,RJ,Niterói,18-25,Lazer
5182,Brasil,PR,Curitiba,46-60,Lazer
5183,Brasil,BA,Salvador,18-25,Corp
5184,Brasil,BA,Salvador,36-45,Corp
5185,Brasil,RJ,Rio de Janeiro,36-45,Lazer
5186,Brasil,CE,Fortaleza,26-35,Lazer
5187,Brasil,MG,Belo Horizonte,26-35,Lazer
5188,Brasil,PE,Recife,18-25,Corp
5189,Brasil,DF,Brasília,26-35,Corp
5190,Brasil,PR,Curitiba,36-45,Lazer
5191,Brasil,SC,Florianópolis,26-35,Lazer
5192,Brasil,ES,Vitória,18-25,Lazer
5193,Brasil,PR,Curitiba,36-45,Lazer
5194,Brasil,GO,Goiânia,46-60,Lazer
5195,Brasil,ES,Vitória,46-60,Lazer
5196,Brasil,PR,Curitiba,46-60,Lazer
5197,Brasil,CE,Fortaleza,36-45,Lazer
5198,Brasil,SC,Florianópolis,26-35,Corp
5199,Brasil,SC,Florianópolis,36-45,Corp
5200,Brasil,CE,Fortaleza,46-60,Lazer
5201,Brasil,SP,São Paulo,26-35,Corp
5202,Brasil,ES,Vitória,60+,Lazer
5203,Brasil,PR,Curitiba,36-45,Lazer
5204,Brasil,PE,Recife,26-35,Lazer
5205,Brasil,GO,Goiânia,46-60,Lazer
5206,Brasil,RJ,Rio de Janeiro,18-25,Lazer
5207,Brasil,PE,Recife,60+,Lazer
5208,Brasil,GO,Goiânia,26-35,Corp
5209,Brasil,GO,Goiânia,36-45,Lazer
5210,Brasil,PR,Curitiba,36-45,Lazer
5211,Brasil,SP,Campinas,18-25,Lazer
5212,Brasil,ES,Vitória,46-60,Lazer
5213,Brasil,GO,Goiânia,26-35,Corp
5214,Brasil,PR,Curitiba,26-35,Lazer
5215,Brasil,PE,Recife,18-25,Lazer
5216,Brasil,SP,Campinas,46-60,Lazer
5217,Brasil,DF,Brasília,46-60,Corp
5218,Brasil,RJ,Rio de Janeiro,18-25,Lazer
5219,Brasil,DF,Brasília,46-60,Lazer
5220,Brasil,PE,Recife,46-60,Lazer
5221,Brasil,RS,Porto Alegre,18-25,Lazer
5222,Brasil,ES,Vitória,60+,Lazer
5223,Brasil,BA,Salvador,18-25,Lazer
5224,Brasil,GO,Goiânia,46-60,Lazer
5225,Brasil,RJ,Niterói,36-45,Lazer
5226,Brasil,MG,Belo Horizonte,60+,Lazer
5227,Brasil,RJ,Niterói,26-35,Lazer
5228,Brasil,SP,Campinas,26-35,Corp
5229,Brasil,CE,Fortaleza,46-60,Corp
5230,Brasil,MG,Belo Horizonte,36-45,Lazer
5231,Brasil,BA,Salvador,36-45,Lazer
5232,Brasil,SP,Campinas,36-45,Lazer
5233,Brasil,MG,Belo Horizonte,36-45,Corp
5234,Brasil,PR,Curitiba,18-25,Lazer
5235,Brasil,SP,São Paulo,18-25,Lazer
5236,Brasil,PE,Recife,26-35,Lazer
5237,Brasil,GO,Goiânia,26-35,Lazer
5238,Brasil,GO,Goiânia,46-60,Lazer
5239,Brasil,RJ,Rio de Janeiro,26-35,Lazer
5240,Brasil,PR,Curitiba,36-45,Lazer
5241,Brasil,DF,Brasília,18-25,Lazer
5242,Brasil,MG,Belo Horizonte,46-60,Corp
5243,Brasil,SP,Campinas,18-25,Lazer
5244,Brasil,ES,Vitória,18-25,Corp
5245,Brasil,RJ,Rio de Janeiro,46-60,Lazer
5246,Brasil,ES,Vitória,18-25,Corp
5247,Brasil,PR,Curitiba,46-60,Lazer
5248,Brasil,RS,Porto Alegre,26-35,Lazer
5249,Brasil,RS,Porto Alegre,46-60,Corp
5250,Brasil,CE,Fortaleza,18-25,Lazer
5251,Brasil,ES,Vitória,26-35,Lazer
5252,Brasil,RJ,Rio de Janeiro,36-45,Corp
5253,Brasil,PE,Recife,36-45,Lazer
5254,Brasil,RJ,Niterói,46-60,Lazer
5255,Brasil,PE,Recife,26-35,Corp
5256,Brasil,PE,Recife,36-45,Corp
5257,Brasil,SC,Florianópolis,18-25,Lazer
5258,Brasil,SC,Florianópolis,46-60,Corp
5259,Brasil,RJ,Rio de Janeiro,60+,Corp
5260,Brasil,PE,Recife,18-25,Lazer
5261,Brasil,CE,Fortaleza,18-25,Lazer
5262,Brasil,MG,Belo Horizonte,46-60,Lazer
5263,Brasil,RS,Porto Alegre,46-60,Lazer
5264,Brasil,CE,Fortaleza,36-45,Lazer
5265,Brasil,BA,Salvador,26-35,Corp
5266,Brasil,MG,Belo Horizonte,46-60,Corp
5267,Brasil,RJ,Niterói,26-35,Corp
5268,Brasil,GO,Goiânia,60+,Lazer
5269,Brasil,RS,Porto Alegre,46-60,Lazer
5270,Brasil,MG,Belo Horizonte,46-60,Lazer
5271,Brasil,SC,Florianópolis,46-60,Lazer
5272,Brasil,RS,Porto Alegre,60+,Lazer
5273,Brasil,RJ,Niterói,18-25,Lazer
5274,Brasil,SP,São Paulo,46-60,Corp
5275,Brasil,SP,Campinas,26-35,Lazer
5276,Brasil,RJ,Niterói,26-35,Lazer
5277,Brasil,DF,Brasília,26-35,Lazer
5278,Brasil,SP,São Paulo,26-35,Corp
5279,Brasil,DF,Brasília,26-35,Lazer
5280,Brasil,CE,Fortaleza,36-45,Lazer
5281,Brasil,RJ,Niterói,18-25,Corp
5282,Brasil,DF,Brasília,26-35,Corp
5283,Brasil,SP,São Paulo,26-35,Lazer
5284,Brasil,PE,Recife,36-45,Corp
5285,Brasil,RJ,Rio de Janeiro,36-45,Corp
5286,Brasil,ES,Vitória,36-45,Lazer
5287,Brasil,MG,Belo Horizonte,46-60,Corp
5288,Brasil,CE,Fortaleza,36-45,Lazer
5289,Brasil,DF,Brasília,26-35,Corp
5290,Brasil,DF,Brasília,36-45,Lazer
5291,Brasil,SP,Campinas,26-35,Lazer
5292,Brasil,RJ,Rio de Janeiro,18-25,Corp
5293,Brasil,SP,Campinas,46-60,Lazer
5294,Brasil,DF,Brasília,18-25,Corp
5295,Brasil,CE,Fortaleza,60+,Lazer
5296,Brasil,SC,Florianópolis,18-25,Lazer
5297,Brasil,PR,Curitiba,46-60,Corp
5298,Brasil,CE,Fortaleza,26-35,Corp
5299,Brasil,RJ,Rio de Janeiro,46-60,Corp
5300,Brasil,RJ,Rio de Janeiro,46-60,Corp
5301,Brasil,RS,Porto Alegre,18-25,Lazer
5302,Brasil,SP,São Paulo,18-25,Lazer
5303,Brasil,BA,Salvador,36-45,Corp
5304,Brasil,BA,Salvador,18-25,Corp
5305,Brasil,ES,Vitória,18-25,Lazer
5306,Brasil,PE,Recife,60+,Lazer
5307,Brasil,SC,Florianópolis,36-45,Lazer
5308,Brasil,ES,Vitória,18-25,Lazer
5309,Brasil,DF,Brasília,36-45,Corp
5310,Brasil,CE,Fortaleza,18-25,Lazer
5311,Brasil,SP,São Paulo,46-60,Lazer
5312,Brasil,PR,Curitiba,18-25,Lazer
5313,Brasil,PE,Recife,26-35,Corp
5314,Brasil,SC,Florianópolis,26-35,Corp
5315,Brasil,MG,Belo Horizonte,60+,Lazer
5316,Brasil,MG,Belo Horizonte,18-25,Corp
5317,Brasil,GO,Goiânia,36-45,Lazer
5318,Brasil,RJ,Niterói,26-35,Lazer
5319,Brasil,PE,Recife,46-60,Corp
5320,Brasil,RS,Porto Alegre,26-35,Lazer
5321,Brasil,DF,Brasília,46-60,Lazer
5322,Brasil,MG,Belo Horizonte,60+,Lazer
5323,Brasil,RS,Porto Alegre,26-35,Lazer
5324,Brasil,MG,Belo Horizonte,26-35,Corp
5325,Brasil,RJ,Rio de Janeiro,60+,Lazer
5326,Brasil,PR,Curitiba,26-35,Lazer
5327,Brasil,PE,Recife,46-60,Lazer
5328,Brasil,SP,Campinas,46-60,Lazer
5329,Brasil,SP,São Paulo,26-35,Corp
5330,Brasil,GO,Goiânia,26-35,Lazer
5331,Brasil,GO,Goiânia,26-35,Corp
5332,Brasil,DF,Brasília,36-45,Lazer
5333,Brasil,PE,Recife,36-45,Lazer
5334,Brasil,PE,Recife,46-60,Lazer
5335,Brasil,GO,Goiânia,36-45,Lazer
5336,Brasil,PE,Recife,46-60,Lazer
5337,Brasil,SC,Florianópolis,18-25,Lazer
5338,Brasil,MG,Belo Horizonte,26-35,Lazer
5339,Brasil,PR,Curitiba,18-25,Lazer
5340,Brasil,BA,Salvador,18-25,Corp
5341,Brasil,CE,Fortaleza,26-35,Lazer
5342,Brasil,RS,Porto Alegre,46-60,Lazer
5343,Brasil,SP,Campinas,26-35,Lazer
5344,Brasil,RJ,Rio de Janeiro,26-35,Corp
5345,Brasil,ES,Vitória,36-45,Lazer
5346,Brasil,PE,Recife,36-45,Lazer
5347,Brasil,GO,Goiânia,36-45,Lazer
5348,Brasil,RJ,Rio de Janeiro,26-35,Lazer
5349,Brasil,ES,Vitória,26-35,Lazer
5350,Brasil,CE,Fortaleza,26-35,Corp
5351,Brasil,BA,Salvador,26-35,Lazer
5352,Brasil,RS,Porto Alegre,26-35,Corp
5353,Brasil,BA,Salvador,36-45,Corp
5354,Brasil,GO,Goiânia,46-60,Corp
5355,Brasil,GO,Goiânia,26-35,Corp
5356,Brasil,RS,Porto Alegre,26-35,Lazer
5357,Brasil,PR,Curitiba,46-60,Corp
5358,Brasil,ES,Vitória,36-45,Lazer
5359,Brasil,GO,Goiânia,46-60,Corp
5360,Brasil,MG,Belo Horizonte,46-60,Lazer
5361,Brasil,GO,Goiânia,36-45,Corp
5362,Brasil,ES,Vitória,46-60,Lazer
5363,Brasil,RJ,Rio de Janeiro,26-35,Lazer
5364,Brasil,SC,Florianópolis,60+,Lazer
5365,Brasil,SP,São Paulo,36-45,Lazer
5366,Brasil,CE,Fortaleza,18-25,Lazer
5367,Brasil,PE,Recife,36-45,Corp
5368,Brasil,SC,Florianópolis,18-25,Lazer
5369,Brasil,RS,Porto Alegre,36-45,Corp
5370,Brasil,RJ,Rio de Janeiro,18-25,Corp
5371,Brasil,GO,Goiânia,36-45,Corp
5372,Brasil,MG,Belo Horizonte,26-35,Corp
5373,Brasil,RJ,Rio de Janeiro,36-45,Lazer
5374,Brasil,PE,Recife,36-45,Corp
5375,Brasil,SP,São Paulo,26-35,Lazer
5376,Brasil,MG,Belo Horizonte,26-35,Lazer
5377,Brasil,RJ,Niterói,36-45,Lazer
5378,Brasil,ES,Vitória,36-45,Lazer
5379,Brasil,GO,Goiânia,60+,Lazer
5380,Brasil,CE,Fortaleza,26-35,Lazer
5381,Brasil,GO,Goiânia,36-45,Corp
5382,Brasil,PE,Recife,60+,Lazer
5383,Brasil,GO,Goiânia,36-45,Corp
5384,Brasil,SP,São Paulo,26-35,Corp
5385,Brasil,SP,São Paulo,26-35,Corp
5386,Brasil,MG,Belo Horizonte,46-60,Corp
5387,Brasil,ES,Vitória,26-35,Corp
5388,Brasil,GO,Goiânia,26-35,Lazer
5389,Brasil,MG,Belo Horizonte,36-45,Lazer
5390,Brasil,RS,Porto Alegre,26-35,Lazer
5391,Brasil,SP,São Paulo,36-45,Lazer
5392,Brasil,CE,Fortaleza,60+,Lazer
5393,Brasil,SC,Florianópolis,60+,Lazer
5394,Brasil,BA,Salvador,36-45,Corp
5395,Brasil,SP,São Paulo,46-60,Lazer
5396,Brasil,BA,Salvador,46-60,Corp
5397,Brasil,SC,Florianópolis,60+,Lazer
5398,Brasil,PE,Recife,46-60,Lazer
5399,Brasil,ES,Vitória,46-60,Lazer
5400,Brasil,RS,Porto Alegre,26-35,Corp
5401,Brasil,BA,Salvador,18-25,Lazer
5402,Brasil,PE,Recife,18-25,Lazer
5403,Brasil,GO,Goiânia,36-45,Corp
5404,Brasil,PE,Recife,60+,Lazer
5405,Brasil,GO,Goiânia,60+,Corp
5406,Brasil,CE,Fortaleza,46-60,Lazer
5407,Brasil,PE,Recife,46-60,Lazer
5408,Brasil,ES,Vitória,36-45,Lazer
5409,Brasil,ES,Vitória,26-35,Lazer
5410,Brasil,RS,Porto Alegre,36-45,Corp
5411,Brasil,SP,São Paulo,18-25,Lazer
5412,Brasil,DF,Brasília,46-60,Lazer
5413,Brasil,BA,Salvador,36-45,Lazer
5414,Brasil,RS,Porto Alegre,26-35,Lazer
5415,Brasil,DF,Brasília,36-45,Lazer
5416,Brasil,RJ,Niterói,36-45,Lazer
5417,Brasil,MG,Belo Horizonte,46-60,Lazer
5418,Brasil,PE,Recife,46-60,Lazer
5419,Brasil,BA,Salvador,26-35,Lazer
5420,Brasil,RS,Porto Alegre,46-60,Lazer
5421,Brasil,CE,Fortaleza,26-35,Corp
5422,Brasil,GO,Goiânia,26-35,Corp
5423,Brasil,CE,Fortaleza,36-45,Corp
5424,Brasil,BA,Salvador,46-60,Corp
5425,Brasil,RJ,Rio de Janeiro,46-60,Lazer
5426,Brasil,PR,Curitiba,18-25,Corp
5427,Brasil,ES,Vitória,46-60,Lazer
5428,Brasil,RS,Porto Alegre,46-60,Lazer
5429,Brasil,SC,Florianópolis,60+,Corp
5430,Brasil,SC,Florianópolis,26-35,Corp
5431,Brasil,PR,Curitiba,26-35,Lazer
5432,Brasil,RJ,Niterói,36-45,Corp
5433,Brasil,SP,Campinas,46-60,Lazer
5434,Brasil,BA,Salvador,26-35,Lazer
5435,Brasil,PE,Recife,36-45,Corp
5436,Brasil,SC,Florianópolis,60+,Lazer
5437,Brasil,GO,Goiânia,26-35,Corp
5438,Brasil,PE,Recife,36-45,Corp
5439,Brasil,RJ,Niterói,60+,Lazer
5440,Brasil,RJ,Rio de Janeiro,26-35,Corp
5441,Brasil,ES,Vitória,26-35,Lazer
5442,Brasil,SP,Campinas,26-35,Corp
5443,Brasil,GO,Goiânia,36-45,Corp
5444,Brasil,PR,Curitiba,26-35,Corp
5445,Brasil,RJ,Rio de Janeiro,26-35,Corp
5446,Brasil,SP,Campinas,26-35,Lazer
5447,Brasil,MG,Belo Horizonte,36-45,Lazer
5448,Brasil,RJ,Rio de Janeiro,46-60,Lazer
5449,Brasil,MG,Belo Horizonte,36-45,Lazer
5450,Brasil,CE,Fortaleza,46-60,Lazer
5451,Brasil,GO,Goiânia,60+,Lazer
5452,Brasil,RS,Porto Alegre,46-60,Lazer
5453,Brasil,RJ,Niterói,36-45,Corp
5454,Brasil,BA,Salvador,18-25,Lazer
5455,Brasil,SC,Florianópolis,26-35,Corp
5456,Brasil,BA,Salvador,26-35,Lazer
5457,Brasil,CE,Fortaleza,36-45,Corp
5458,Brasil,PE,Recife,60+,Corp
5459,Brasil,RJ,Niterói,26-35,Lazer
5460,Brasil,PR,Curitiba,26-35,Lazer
5461,Brasil,ES,Vitória,46-60,Corp
5462,Brasil,DF,Brasília,60+,Corp
5463,Brasil,DF,Brasília,46-60,Lazer
5464,Brasil,MG,Belo Horizonte,18-25,Corp
5465,Brasil,PR,Curitiba,36-45,Corp
5466,Brasil,DF,Brasília,26-35,Lazer
5467,Brasil,DF,Brasília,36-45,Lazer
5468,Brasil,DF,Brasília,36-45,Corp
5469,Brasil,RS,Porto Alegre,46-60,Lazer
5470,Brasil,SP,Campinas,26-35,Corp
5471,Brasil,BA,Salvador,60+,Lazer
5472,Brasil,RS,Porto Alegre,26-35,Lazer
5473,Brasil,SP,Campinas,18-25,Lazer
5474,Brasil,RS,Porto Alegre,46-60,Corp
5475,Brasil,CE,Fortaleza,26-35,Lazer
5476,Brasil,PR,Curitiba,36-45,Lazer
5477,Brasil,MG,Belo Horizonte,26-35,Lazer
5478,Brasil,SC,Florianópolis,18-25,Lazer
5479,Brasil,PR,Curitiba,26-35,Corp
5480,Brasil,MG,Belo Horizonte,46-60,Lazer
5481,Brasil,BA,Salvador,26-35,Lazer
5482,Brasil,PR,Curitiba,60+,Lazer
5483,Brasil,ES,Vitória,46-60,Lazer
5484,Brasil,PE,Recife,46-60,Lazer
5485,Brasil,MG,Belo Horizonte,46-60,Lazer
5486,Brasil,SP,São Paulo,36-45,Corp
5487,Brasil,PE,Recife,26-35,Lazer
5488,Brasil,SP,São Paulo,46-60,Lazer
5489,Brasil,GO,Goiânia,26-35,Lazer
5490,Brasil,RJ,Niterói,18-25,Corp
5491,Brasil,BA,Salvador,36-45,Lazer
5492,Brasil,PE,Recife,18-25,Corp
5493,Brasil,SP,São Paulo,36-45,Corp
5494,Brasil,SP,São Paulo,60+,Lazer
5495,Brasil,ES,Vitória,36-45,Lazer
5496,Brasil,SP,São Paulo,26-35,Corp
5497,Brasil,RJ,Rio de Janeiro,18-25,Corp
5498,Brasil,RS,Porto Alegre,26-35,Lazer
5499,Brasil,PE,Recife,18-25,Lazer
5500,Brasil,SC,Florianópolis,36-45,Corp
5501,Brasil,PE,Recife,46-60,Lazer
5502,Brasil,CE,Fortaleza,36-45,Lazer
5503,Brasil,ES,Vitória,36-45,Lazer
5504,Brasil,PE,Recife,26-35,Corp
5505,Brasil,CE,Fortaleza,26-35,Lazer
5506,Brasil,RJ,Rio de Janeiro,36-45,Lazer
5507,Brasil,SP,Campinas,26-35,Lazer
5508,Brasil,ES,Vitória,26-35,Lazer
5509,Brasil,GO,Goiânia,36-45,Lazer
5510,Brasil,ES,Vitória,26-35,Lazer
5511,Brasil,BA,Salvador,26-35,Lazer
5512,Brasil,MG,Belo Horizonte,36-45,Lazer
5513,Brasil,RS,Porto Alegre,26-35,Corp
5514,Brasil,GO,Goiânia,46-60,Corp
5515,Brasil,SP,Campinas,18-25,Lazer
5516,Brasil,CE,Fortaleza,46-60,Lazer
5517,Brasil,BA,Salvador,26-35,Lazer
5518,Brasil,SP,Campinas,18-25,Lazer
5519,Brasil,BA,Salvador,18-25,Lazer
5520,Brasil,RJ,Niterói,60+,Lazer
5521,Brasil,CE,Fortaleza,36-45,Corp
5522,Brasil,RJ,Niterói,46-60,Corp
5523,Brasil,PR,Curitiba,46-60,Lazer
5524,Brasil,GO,Goiânia,26-35,Lazer
5525,Brasil,SP,São Paulo,36-45,Lazer
5526,Brasil,SP,Campinas,36-45,Lazer
5527,Brasil,SC,Florianópolis,46-60,Corp
5528,Brasil,GO,Goiânia,26-35,Lazer
5529,Brasil,PE,Recife,60+,Corp
5530,Brasil,RJ,Niterói,36-45,Lazer
5531,Brasil,SP,Campinas,46-60,Lazer
5532,Brasil,PE,Recife,18-25,Lazer
5533,Brasil,CE,Fortaleza,26-35,Lazer
5534,Brasil,DF,Brasília,26-35,Lazer
5535,Brasil,RJ,Rio de Janeiro,46-60,Corp
5536,Brasil,RJ,Niterói,26-35,Lazer
5537,Brasil,SP,São Paulo,36-45,Lazer
5538,Brasil,RJ,Niterói,18-25,Lazer
5539,Brasil,GO,Goiânia,26-35,Corp
5540,Brasil,DF,Brasília,26-35,Corp
5541,Brasil,BA,Salvador,46-60,Lazer
5542,Brasil,RJ,Niterói,26-35,Corp
5543,Brasil,RJ,Niterói,46-60,Corp
5544,Brasil,SP,Campinas,46-60,Corp
5545,Brasil,SC,Florianópolis,60+,Lazer
5546,Brasil,DF,Brasília,36-45,Corp
5547,Brasil,CE,Fortaleza,36-45,Corp
5548,Brasil,GO,Goiânia,36-45,Lazer
5549,Brasil,GO,Goiânia,18-25,Lazer
5550,Brasil,SC,Florianópolis,36-45,Lazer
5551,Brasil,RJ,Niterói,46-60,Lazer
5552,Brasil,GO,Goiânia,18-25,Corp
5553,Brasil,GO,Goiânia,18-25,Corp
5554,Brasil,CE,Fortaleza,36-45,Corp
5555,Brasil,ES,Vitória,46-60,Lazer
5556,Brasil,SC,Florianópolis,26-35,Corp
5557,Brasil,ES,Vitória,46-60,Corp
5558,Brasil,MG,Belo Horizonte,26-35,Lazer
5559,Brasil,RS,Porto Alegre,26-35,Lazer
5560,Brasil,SC,Florianópolis,60+,Corp
5561,Brasil,RJ,Niterói,26-35,Lazer
5562,Brasil,RS,Porto Alegre,36-45,Lazer
5563,Brasil,SP,São Paulo,60+,Corp
5564,Brasil,ES,Vitória,26-35,Lazer
5565,Brasil,RJ,Niterói,18-25,Lazer
5566,Brasil,PE,Recife,60+,Corp
5567,Brasil,RS,Porto Alegre,36-45,Lazer
5568,Brasil,PR,Curitiba,60+,Lazer
5569,Brasil,CE,Fortaleza,46-60,Lazer
5570,Brasil,ES,Vitória,36-45,Corp
5571,Brasil,RJ,Niterói,26-35,Lazer
5572,Brasil,CE,Fortaleza,36-45,Lazer
5573,Brasil,SC,Florianópolis,26-35,Lazer
5574,Brasil,SP,Campinas,26-35,Corp
5575,Brasil,PR,Curitiba,46-60,Lazer
5576,Brasil,MG,Belo Horizonte,60+,Lazer
5577,Brasil,SP,São Paulo,60+,Lazer
5578,Brasil,PE,Recife,60+,Lazer
5579,Brasil,ES,Vitória,18-25,Lazer
5580,Brasil,BA,Salvador,36-45,Lazer
5581,Brasil,MG,Belo Horizonte,26-35,Corp
5582,Brasil,RS,Porto Alegre,36-45,Corp
5583,Brasil,RJ,Niterói,60+,Lazer
5584,Brasil,CE,Fortaleza,46-60,Corp
5585,Brasil,SP,Campinas,46-60,Lazer
5586,Brasil,GO,Goiânia,26-35,Corp
5587,Brasil,SC,Florianópolis,36-45,Corp
5588,Brasil,SC,Florianópolis,26-35,Lazer
5589,Brasil,SP,São Paulo,36-45,Lazer
5590,Brasil,RJ,Niterói,26-35,Lazer
5591,Brasil,PR,Curitiba,46-60,Corp
5592,Brasil,MG,Belo Horizonte,26-35,Lazer
5593,Brasil,SC,Florianópolis,36-45,Lazer
5594,Brasil,RS,Porto Alegre,46-60,Lazer
5595,Brasil,BA,Salvador,26-35,Lazer
5596,Brasil,SP,São Paulo,36-45,Lazer
5597,Brasil,MG,Belo Horizonte,46-60,Corp
5598,Brasil,CE,Fortaleza,60+,Lazer
5599,Brasil,SP,Campinas,26-35,Lazer
5600,Brasil,MG,Belo Horizonte,36-45,Lazer
5601,Brasil,SP,Campinas,26-35,Lazer
5602,Brasil,RJ,Rio de Janeiro,26-35,Lazer
5603,Brasil,ES,Vitória,18-25,Lazer
5604,Brasil,PE,Recife,36-45,Lazer
5605,Brasil,PE,Recife,26-35,Corp
5606,Brasil,PE,Recife,36-45,Lazer
5607,Brasil,RS,Porto Alegre,26-35,Lazer
5608,Brasil,SC,Florianópolis,18-25,Corp
5609,Brasil,RJ,Rio de Janeiro,46-60,Lazer
5610,Brasil,SP,São Paulo,26-35,Corp
5611,Brasil,RS,Porto Alegre,26-35,Lazer
5612,Brasil,PE,Recife,26-35,Lazer
5613,Brasil,GO,Goiânia,26-35,Corp
5614,Brasil,ES,Vitória,36-45,Lazer
5615,Brasil,RJ,Niterói,46-60,Corp
5616,Brasil,PE,Recife,36-45,Lazer
5617,Brasil,MG,Belo Horizonte,18-25,Lazer
5618,Brasil,RJ,Rio de Janeiro,26-35,Lazer
5619,Brasil,SC,Florianópolis,46-60,Lazer
5620,Brasil,SP,São Paulo,26-35,Corp
5621,Brasil,MG,Belo Horizonte,26-35,Lazer
5622,Brasil,RS,Porto Alegre,18-25,Lazer
5623,Brasil,PE,Recife,46-60,Lazer
5624,Brasil,GO,Goiânia,46-60,Lazer
5625,Brasil,SP,São Paulo,26-35,Lazer
5626,Brasil,SP,São Paulo,18-25,Lazer
5627,Brasil,DF,Brasília,46-60,Lazer
5628,Brasil,MG,Belo Horizonte,18-25,Corp
5629,Brasil,RJ,Niterói,26-35,Corp
5630,Brasil,ES,Vitória,46-60,Lazer
5631,Brasil,RS,Porto Alegre,26-35,Lazer
5632,Brasil,PE,Recife,26-35,Lazer
5633,Brasil,PR,Curitiba,36-45,Lazer
5634,Brasil,DF,Brasília,36-45,Lazer
5635,Brasil,CE,Fortaleza,26-35,Lazer
5636,Brasil,GO,Goiânia,26-35,Lazer
5637,Brasil,PR,Curitiba,26-35,Lazer
5638,Brasil,RS,Porto Alegre,36-45,Lazer
5639,Brasil,PE,Recife,26-35,Corp
5640,Brasil,GO,Goiânia,26-35,Corp
5641,Brasil,BA,Salvador,26-35,Lazer
5642,Brasil,CE,Fortaleza,26-35,Lazer
5643,Brasil,ES,Vitória,26-35,Lazer
5644,Brasil,RJ,Niterói,36-45,Lazer
5645,Brasil,SP,Campinas,36-45,Corp
5646,Brasil,RS,Porto Alegre,60+,Corp
5647,Brasil,RJ,Niterói,36-45,Lazer
5648,Brasil,ES,Vitória,46-60,Lazer
5649,Brasil,PR,Curitiba,18-25,Lazer
5650,Brasil,PR,Curitiba,46-60,Corp
5651,Brasil,DF,Brasília,36-45,Lazer
5652,Brasil,SP,Campinas,46-60,Corp
5653,Brasil,DF,Brasília,60+,Corp
5654,Brasil,SC,Florianópolis,26-35,Lazer
5655,Brasil,PE,Recife,60+,Corp
5656,Brasil,DF,Brasília,36-45,Corp
5657,Brasil,CE,Fortaleza,46-60,Lazer
5658,Brasil,BA,Salvador,26-35,Lazer
5659,Brasil,SC,Florianópolis,26-35,Lazer
5660,Brasil,GO,Goiânia,46-60,Lazer
5661,Brasil,SP,Campinas,18-25,Lazer
5662,Brasil,BA,Salvador,36-45,Lazer
5663,Brasil,PR,Curitiba,18-25,Corp
5664,Brasil,RJ,Niterói,26-35,Lazer
5665,Brasil,MG,Belo Horizonte,46-60,Lazer
5666,Brasil,SP,São Paulo,46-60,Corp
5667,Brasil,SC,Florianópolis,46-60,Lazer
5668,Brasil,PR,Curitiba,36-45,Lazer
5669,Brasil,ES,Vitória,36-45,Corp
5670,Brasil,RJ,Niterói,60+,Lazer
5671,Brasil,ES,Vitória,36-45,Lazer
5672,Brasil,SC,Florianópolis,36-45,Lazer
5673,Brasil,RS,Porto Alegre,46-60,Lazer
5674,Brasil,DF,Brasília,46-60,Corp
5675,Brasil,RJ,Niterói,46-60,Lazer
5676,Brasil,CE,Fortaleza,36-45,Lazer
