pagamento_id,reserva_id,data_pagamento_id,forma_pagamento,valor_pago,status_pagamento,taxa_gateway
16508,16682,20241024,Crédito,665.88,Aprovado,18.64
16509,16683,20240808,Crédito,137.51,Aprovado,3.85
16510,16684,20240826,Boleto,499.91,Aprovado,6.0
16511,16685,20240129,PIX,342.07,Aprovado,4.1
16512,16685,20240130,Crédito,342.16,Aprovado,9.58
16513,16686,20240420,Boleto,443.77,Estornado,5.33
16514,16687,20241218,Crédito,9181.4,Aprovado,257.08
16515,16688,20250819,PIX,1257.65,Aprovado,15.09
16516,16689,20250313,Crédito,1870.77,Aprovado,52.38
16517,16690,20240321,Boleto,468.69,Aprovado,5.62
16518,16691,20250518,Crédito,423.47,Aprovado,11.86
16519,16692,20240225,Crédito,1404.36,Aprovado,39.32
16520,16694,20240227,PIX,352.16,Aprovado,4.23
16521,16696,20250105,PIX,705.6,Aprovado,8.47
16522,16697,20250909,Crédito,2013.48,Aprovado,56.38
16523,16698,20241223,PIX,908.92,Aprovado,10.91
16524,16700,20241116,Crédito,535.09,Aprovado,14.98
16525,16701,20250412,Crédito,291.79,Aprovado,8.17
16526,16702,20250212,Crédito,2032.26,Aprovado,56.9
16527,16703,20250504,Crédito,129.54,Aprovado,3.63
16528,16703,20250505,Boleto,127.79,Aprovado,1.53
16529,16704,20251229,Crédito,993.81,Aprovado,27.83
16530,16705,20240919,Crédito,734.67,Aprovado,20.57
16531,16706,20250828,Crédito,1470.06,Aprovado,41.16
16532,16706,20250826,Crédito,1478.66,Aprovado,41.4
16533,16708,20250625,PIX,1595.79,Aprovado,19.15
16534,16709,20240512,PIX,483.18,Aprovado,5.8
16535,16710,20240524,Boleto,337.25,Aprovado,4.05
16536,16711,20240309,Crédito,2405.58,Aprovado,67.36
16537,16712,20260104,PIX,316.48,Aprovado,3.8
16538,16713,20241210,PIX,4251.38,Aprovado,51.02
16539,16715,20240203,Boleto,1116.7,Aprovado,13.4
16540,16716,20240216,Crédito,576.51,Aprovado,16.14
16541,16717,20251229,Crédito,578.53,Aprovado,16.2
16542,16718,20251024,Crédito,865.21,Aprovado,24.23
16543,16719,20250321,Débito,1214.73,Aprovado,34.01
16544,16721,20240906,Crédito,1238.11,Aprovado,34.67
16545,16722,20250115,Boleto,596.13,Aprovado,7.15
16546,16723,20250605,Crédito,592.61,Aprovado,16.59
16547,16725,20250826,Crédito,1913.4,Aprovado,53.58
16548,16725,20250827,Crédito,1883.12,Aprovado,52.73
16549,16726,20240530,Crédito,1156.51,Aprovado,32.38
16550,16727,20240421,PIX,6223.55,Aprovado,74.68
16551,16728,20241010,Crédito,219.58,Aprovado,6.15
16552,16729,20241020,Crédito,1130.74,Aprovado,31.66
16553,16729,20241020,Crédito,1123.26,Estornado,31.45
16554,16731,20240617,Crédito,202.2,Aprovado,5.66
16555,16732,20241109,Crédito,4671.08,Aprovado,130.79
16556,16733,20240803,Boleto,2348.56,Aprovado,28.18
16557,16734,20241015,Crédito,1121.09,Aprovado,31.39
16558,16734,20241020,Crédito,1126.14,Aprovado,31.53
16559,16735,20241202,Crédito,2672.91,Aprovado,74.84
16560,16736,20250813,Crédito,1008.18,Aprovado,28.23
16561,16737,20251124,Crédito,840.74,Aprovado,23.54
16562,16738,20241104,Crédito,670.2,Aprovado,18.77
16563,16740,20240806,Crédito,394.0,Aprovado,11.03
16564,16742,20250512,Crédito,229.01,Aprovado,6.41
16565,16743,20250406,Crédito,406.86,Aprovado,11.39
16566,16744,20250206,Boleto,11029.7,Aprovado,132.36
16567,16745,20240424,PIX,136.77,Aprovado,1.64
16568,16747,20241101,Crédito,108.26,Aprovado,3.03
16569,16747,20241031,Débito,110.14,Aprovado,3.08
16570,16748,20250616,Crédito,422.74,Aprovado,11.84
16571,16749,20240610,Crédito,556.58,Aprovado,15.58
16572,16750,20241213,Crédito,1336.14,Aprovado,37.41
16573,16753,20250801,Débito,472.38,Aprovado,13.23
16574,16755,20250827,Crédito,1428.64,Aprovado,40.0
16575,16756,20250505,PIX,589.13,Aprovado,7.07
16576,16757,20250818,Crédito,821.87,Aprovado,23.01
16577,16759,20240624,Débito,998.83,Aprovado,27.97
16578,16760,20250610,Crédito,1773.12,Aprovado,49.65
16579,16761,20240803,PIX,806.66,Aprovado,9.68
16580,16761,20240804,Débito,790.28,Aprovado,22.13
16581,16762,20241017,Débito,112.34,Aprovado,3.15
16582,16762,20241020,PIX,110.57,Aprovado,1.33
16583,16764,20250331,Crédito,1763.3,Estornado,49.37
16584,16766,20251230,PIX,461.37,Aprovado,5.54
16585,16768,20250115,Boleto,1079.91,Aprovado,12.96
16586,16770,20241218,Crédito,634.92,Aprovado,17.78
16587,16771,20250325,Débito,327.48,Aprovado,9.17
16588,16771,20250324,Boleto,322.26,Estornado,3.87
16589,16773,20240911,Boleto,1253.12,Aprovado,15.04
16590,16775,20241208,Crédito,8641.06,Aprovado,241.95
16591,16776,20240508,PIX,484.98,Aprovado,5.82
16592,16777,20240409,Crédito,187.96,Aprovado,5.26
16593,16778,20250130,Crédito,3537.74,Aprovado,99.06
16594,16779,20240214,Crédito,0.0,Aprovado,0.0
16595,16780,20240331,Débito,1285.03,Aprovado,35.98
16596,16781,20240918,PIX,288.45,Aprovado,3.46
16597,16782,20241021,Boleto,1979.81,Aprovado,23.76
16598,16783,20240907,Crédito,0.0,Aprovado,0.0
16599,16783,20240907,PIX,0.0,Aprovado,0.0
16600,16784,20251119,Débito,233.52,Aprovado,6.54
16601,16784,20251121,Débito,236.17,Aprovado,6.61
16602,16785,20250427,PIX,314.68,Aprovado,3.78
16603,16786,20250821,Crédito,610.12,Aprovado,17.08
16604,16787,20240418,Crédito,1058.38,Aprovado,29.63
16605,16788,20241011,PIX,379.37,Aprovado,4.55
16606,16789,20250713,PIX,710.93,Aprovado,8.53
16607,16790,20250323,Boleto,476.55,Aprovado,5.72
16608,16790,20250323,Débito,494.23,Aprovado,13.84
16609,16791,20240930,PIX,1319.06,Aprovado,15.83
16610,16792,20250419,PIX,2116.07,Aprovado,25.39
16611,16794,20240817,Débito,4360.57,Aprovado,122.1
16612,16795,20250823,Crédito,2910.17,Aprovado,81.48
16613,16796,20250604,Crédito,242.19,Aprovado,6.78
16614,16798,20250822,Boleto,2418.6,Aprovado,29.02
16615,16799,20250707,PIX,801.32,Aprovado,9.62
16616,16800,20250326,PIX,1357.84,Aprovado,16.29
16617,16801,20250411,PIX,721.38,Aprovado,8.66
16618,16802,20250905,Crédito,1425.29,Aprovado,39.91
16619,16803,20250528,Crédito,1267.57,Aprovado,35.49
16620,16804,20250422,Débito,643.82,Aprovado,18.03
16621,16805,20240612,PIX,217.47,Aprovado,2.61
16622,16806,20250313,Débito,1495.56,Aprovado,41.88
16623,16807,20250831,Crédito,1199.96,Aprovado,33.6
16624,16807,20250902,PIX,1190.35,Aprovado,14.28
16625,16808,20240502,Crédito,1462.4,Aprovado,40.95
16626,16811,20240519,Crédito,700.38,Aprovado,19.61
16627,16812,20250328,PIX,387.91,Aprovado,4.65
16628,16813,20240709,Crédito,393.58,Aprovado,11.02
16629,16814,20251119,PIX,561.62,Aprovado,6.74
16630,16816,20240403,Crédito,158.73,Aprovado,4.44
16631,16816,20240329,Boleto,158.96,Aprovado,1.91
16632,16817,20250105,Crédito,513.24,Aprovado,14.37
16633,16817,20250104,PIX,511.69,Aprovado,6.14
16634,16818,20250825,PIX,651.1,Aprovado,7.81
16635,16819,20251124,Crédito,1730.37,Aprovado,48.45
16636,16819,20251127,Boleto,1737.52,Aprovado,20.85
16637,16820,20250809,PIX,279.7,Aprovado,3.36
16638,16821,20240714,Crédito,363.47,Aprovado,10.18
16639,16822,20240517,Boleto,644.36,Aprovado,7.73
16640,16823,20251118,PIX,1721.29,Aprovado,20.66
16641,16826,20240218,Débito,3788.95,Aprovado,106.09
16642,16827,20240414,Débito,502.39,Aprovado,14.07
16643,16828,20251023,Crédito,125.24,Aprovado,3.51
16644,16828,20251022,Crédito,124.64,Aprovado,3.49
16645,16829,20250402,PIX,738.01,Aprovado,8.86
16646,16831,20251223,Débito,1035.53,Aprovado,28.99
16647,16832,20240319,Boleto,1289.1,Aprovado,15.47
16648,16833,20250805,Crédito,1559.59,Aprovado,43.67
16649,16833,20250731,Boleto,1566.98,Aprovado,18.8
16650,16834,20250623,PIX,1183.99,Aprovado,14.21
16651,16834,20250623,Boleto,1183.05,Aprovado,14.2
16652,16836,20240309,Crédito,63.3,Aprovado,1.77
16653,16837,20240825,Crédito,796.75,Aprovado,22.31
16654,16837,20240823,Crédito,775.28,Aprovado,21.71
16655,16838,20250904,Crédito,860.89,Aprovado,24.1
16656,16840,20250326,PIX,558.16,Aprovado,6.7
16657,16841,20240801,Crédito,413.05,Aprovado,11.57
16658,16842,20250213,Crédito,689.29,Aprovado,19.3
16659,16843,20240929,Crédito,147.56,Aprovado,4.13
16660,16843,20240927,Boleto,146.86,Aprovado,1.76
16661,16844,20250905,Crédito,164.25,Aprovado,4.6
16662,16845,20250812,PIX,662.69,Aprovado,7.95
16663,16846,20240526,Crédito,196.24,Aprovado,5.49
16664,16846,20240527,Crédito,203.67,Aprovado,5.7
16665,16847,20251224,Crédito,465.04,Aprovado,13.02
16666,16848,20240610,Crédito,1732.63,Aprovado,48.51
16667,16849,20250703,Crédito,7316.86,Aprovado,204.87
16668,16850,20250513,PIX,943.74,Aprovado,11.32
16669,16851,20240509,Crédito,1466.37,Aprovado,41.06
16670,16852,20240315,Crédito,1732.53,Aprovado,48.51
16671,16853,20251223,Crédito,1007.74,Aprovado,28.22
16672,16853,20251224,PIX,1012.13,Aprovado,12.15
16673,16854,20251230,Débito,1820.95,Aprovado,50.99
16674,16855,20250304,Crédito,32.89,Aprovado,0.92
16675,16856,20250321,Crédito,939.23,Aprovado,26.3
16676,16857,20240414,Crédito,516.66,Aprovado,14.47
16677,16858,20250408,PIX,496.36,Aprovado,5.96
16678,16859,20240823,Crédito,1072.21,Aprovado,30.02
16679,16863,20250422,PIX,361.8,Aprovado,4.34
16680,16864,20251227,PIX,1838.37,Aprovado,22.06
16681,16865,20251222,Crédito,937.15,Aprovado,26.24
16682,16866,20250930,Crédito,1030.05,Aprovado,28.84
16683,16868,20250709,PIX,691.37,Aprovado,8.3
16684,16869,20240131,PIX,3384.99,Aprovado,40.62
16685,16870,20250716,Crédito,36.16,Aprovado,1.01
16686,16872,20241231,PIX,1866.74,Aprovado,22.4
16687,16872,20250105,PIX,1861.13,Aprovado,22.33
16688,16873,20240526,Crédito,1342.81,Aprovado,37.6
16689,16875,20250410,PIX,974.62,Aprovado,11.7
16690,16876,20240308,Crédito,1231.73,Aprovado,34.49
16691,16877,20250720,Crédito,542.65,Aprovado,15.19
16692,16878,20251231,Crédito,88.32,Aprovado,2.47
16693,16879,20241109,PIX,1075.73,Aprovado,12.91
16694,16880,20250603,Débito,958.0,Aprovado,26.82
16695,16881,20240415,Crédito,1434.41,Aprovado,40.16
16696,16882,20240209,PIX,4450.87,Aprovado,53.41
16697,16883,20240910,Crédito,261.35,Aprovado,7.32
16698,16885,20240723,Crédito,472.1,Aprovado,13.22
16699,16886,20240627,Crédito,1277.83,Aprovado,35.78
16700,16887,20240819,PIX,264.07,Aprovado,3.17
16701,16888,20251225,Crédito,676.68,Aprovado,18.95
16702,16890,20240916,Crédito,1022.44,Aprovado,28.63
16703,16891,20241119,Crédito,288.33,Aprovado,8.07
16704,16892,20251009,Crédito,708.22,Aprovado,19.83
16705,16893,20250405,PIX,201.96,Aprovado,2.42
16706,16893,20250403,Crédito,198.2,Aprovado,5.55
16707,16897,20250629,Débito,198.0,Aprovado,5.54
16708,16897,20250629,Crédito,200.32,Aprovado,5.61
16709,16898,20240210,Débito,894.14,Aprovado,25.04
16710,16899,20240821,Crédito,364.53,Aprovado,10.21
16711,16900,20240222,Crédito,1109.57,Aprovado,31.07
16712,16901,20250915,Crédito,128.34,Aprovado,3.59
16713,16901,20250913,Crédito,129.56,Aprovado,3.63
16714,16902,20240717,PIX,5276.69,Aprovado,63.32
16715,16903,20241030,Boleto,3606.18,Aprovado,43.27
16716,16904,20250807,Crédito,505.88,Aprovado,14.16
16717,16905,20250118,PIX,756.06,Aprovado,9.07
16718,16906,20241103,Crédito,1623.49,Aprovado,45.46
16719,16907,20250128,Crédito,309.68,Aprovado,8.67
16720,16908,20240717,PIX,357.23,Aprovado,4.29
16721,16909,20241018,Débito,231.15,Aprovado,6.47
16722,16911,20241101,Crédito,232.93,Aprovado,6.52
16723,16912,20240730,PIX,281.59,Aprovado,3.38
16724,16913,20250914,Débito,607.36,Aprovado,17.01
16725,16914,20250206,PIX,1159.13,Aprovado,13.91
16726,16915,20251109,Crédito,317.79,Aprovado,8.9
16727,16916,20240902,PIX,1788.15,Aprovado,21.46
16728,16917,20251025,Crédito,866.63,Aprovado,24.27
16729,16918,20240930,PIX,519.0,Aprovado,6.23
16730,16921,20240322,Débito,489.82,Aprovado,13.71
16731,16921,20240325,Crédito,502.21,Aprovado,14.06
16732,16922,20251020,Boleto,786.07,Aprovado,9.43
16733,16922,20251017,Crédito,787.2,Aprovado,22.04
16734,16923,20240219,Crédito,371.73,Aprovado,10.41
16735,16924,20241127,Crédito,187.33,Aprovado,5.25
16736,16925,20240914,Crédito,790.96,Aprovado,22.15
16737,16926,20250624,Crédito,26145.51,Aprovado,732.07
16738,16927,20250116,Crédito,911.37,Aprovado,25.52
16739,16929,20250921,Crédito,130.69,Aprovado,3.66
16740,16932,20250618,PIX,500.1,Aprovado,6.0
16741,16933,20250706,Débito,414.21,Aprovado,11.6
16742,16934,20250720,Crédito,173.83,Aprovado,4.87
16743,16934,20250717,Crédito,173.86,Aprovado,4.87
16744,16935,20251111,Crédito,218.2,Aprovado,6.11
16745,16935,20251112,Crédito,218.95,Aprovado,6.13
16746,16936,20250422,Crédito,1864.4,Aprovado,52.2
16747,16936,20250420,Crédito,1880.34,Aprovado,52.65
16748,16938,20241128,PIX,1731.66,Aprovado,20.78
16749,16940,20240612,Crédito,723.89,Aprovado,20.27
16750,16941,20251206,PIX,1912.01,Aprovado,22.94
16751,16942,20251012,Débito,2914.68,Aprovado,81.61
16752,16943,20240413,Crédito,242.35,Aprovado,6.79
16753,16944,20250605,Débito,1066.64,Aprovado,29.87
16754,16944,20250604,Crédito,1067.18,Aprovado,29.88
16755,16945,20240129,Crédito,1934.53,Aprovado,54.17
16756,16947,20250108,PIX,315.1,Aprovado,3.78
16757,16948,20260102,Débito,307.5,Aprovado,8.61
16758,16948,20260101,Crédito,304.95,Aprovado,8.54
16759,16949,20250619,Crédito,259.52,Aprovado,7.27
16760,16950,20240625,Crédito,2522.95,Aprovado,70.64
16761,16954,20251108,Boleto,269.61,Aprovado,3.24
16762,16955,20240202,Débito,1114.68,Aprovado,31.21
16763,16956,20250421,Crédito,438.14,Aprovado,12.27
16764,16958,20250218,Crédito,658.01,Aprovado,18.42
16765,16959,20251204,PIX,1606.82,Aprovado,19.28
16766,16960,20240705,Boleto,3038.26,Aprovado,36.46
16767,16961,20250430,PIX,48.66,Aprovado,0.58
16768,16962,20241201,Crédito,349.65,Aprovado,9.79
16769,16963,20250724,Crédito,724.89,Aprovado,20.3
16770,16964,20240306,Crédito,1368.12,Aprovado,38.31
16771,16965,20251011,Crédito,618.69,Aprovado,17.32
16772,16966,20250523,PIX,445.71,Aprovado,5.35
16773,16967,20250116,Crédito,1202.79,Aprovado,33.68
16774,16968,20250629,Crédito,522.36,Aprovado,14.63
16775,16969,20240530,Crédito,533.71,Aprovado,14.94
16776,16970,20250108,PIX,446.76,Aprovado,5.36
16777,16971,20240704,Débito,666.06,Aprovado,18.65
16778,16971,20240630,Débito,673.1,Aprovado,18.85
16779,16972,20251019,Crédito,649.66,Aprovado,18.19
16780,16973,20250817,Crédito,3519.53,Aprovado,98.55
16781,16974,20251027,Crédito,312.52,Aprovado,8.75
16782,16975,20240805,Crédito,685.73,Aprovado,19.2
16783,16977,20251201,Crédito,1163.33,Aprovado,32.57
16784,16977,20251204,Crédito,1157.83,Aprovado,32.42
16785,16978,20250202,Crédito,256.0,Aprovado,7.17
16786,16979,20251226,Crédito,849.7,Aprovado,23.79
16787,16980,20240828,PIX,1636.48,Aprovado,19.64
16788,16981,20250315,Crédito,248.38,Aprovado,6.95
16789,16982,20240305,PIX,344.77,Aprovado,4.14
16790,16983,20240720,PIX,16034.48,Aprovado,192.41
16791,16984,20251122,Crédito,453.2,Aprovado,12.69
16792,16985,20240827,Crédito,1395.05,Aprovado,39.06
16793,16985,20240831,PIX,1404.02,Aprovado,16.85
16794,16986,20250305,Crédito,1329.86,Aprovado,37.24
16795,16987,20251125,PIX,365.64,Aprovado,4.39
16796,16988,20240810,Crédito,1086.13,Aprovado,30.41
16797,16989,20250118,Crédito,3121.37,Aprovado,87.4
16798,16990,20240210,Débito,432.89,Aprovado,12.12
16799,16993,20250103,PIX,3704.36,Aprovado,44.45
16800,16994,20250410,Boleto,1344.87,Aprovado,16.14
16801,16995,20240921,Crédito,337.59,Estornado,9.45
16802,16998,20240830,Crédito,252.94,Aprovado,7.08
16803,16998,20240827,Crédito,257.34,Aprovado,7.21
16804,16999,20240921,Crédito,102.75,Aprovado,2.88
16805,17000,20240309,Crédito,704.82,Aprovado,19.73
16806,17001,20251211,Crédito,186.42,Aprovado,5.22
16807,17002,20240213,Boleto,63.92,Aprovado,0.77
16808,17003,20240214,Crédito,932.57,Aprovado,26.11
16809,17004,20250320,Crédito,2175.85,Aprovado,60.92
16810,17005,20251005,Crédito,785.65,Aprovado,22.0
16811,17006,20241103,PIX,433.56,Aprovado,5.2
16812,17007,20250817,PIX,7289.51,Aprovado,87.47
16813,17007,20250819,Crédito,7059.27,Aprovado,197.66
16814,17008,20240221,Crédito,4786.7,Aprovado,134.03
16815,17009,20250702,Crédito,728.87,Aprovado,20.41
16816,17010,20240227,Crédito,1407.4,Aprovado,39.41
16817,17012,20251209,Crédito,2060.9,Aprovado,57.71
16818,17014,20241112,Crédito,415.42,Aprovado,11.63
16819,17015,20251228,Crédito,2589.63,Aprovado,72.51
16820,17016,20251024,Crédito,263.72,Aprovado,7.38
16821,17017,20240725,Crédito,675.61,Aprovado,18.92
16822,17018,20241122,Crédito,138.92,Aprovado,3.89
16823,17019,20241201,Crédito,313.52,Aprovado,8.78
16824,17020,20240912,PIX,247.64,Aprovado,2.97
16825,17022,20250303,Boleto,1897.88,Aprovado,22.77
16826,17024,20250912,Crédito,2614.93,Aprovado,73.22
16827,17025,20240614,PIX,406.67,Aprovado,4.88
16828,17026,20241220,Débito,382.23,Aprovado,10.7
16829,17027,20250728,Crédito,2903.86,Aprovado,81.31
16830,17028,20260104,Boleto,849.73,Aprovado,10.2
16831,17029,20250508,Crédito,441.77,Aprovado,12.37
16832,17029,20250508,PIX,454.08,Aprovado,5.45
16833,17030,20240129,Boleto,5465.72,Aprovado,65.59
16834,17031,20251124,Crédito,465.95,Aprovado,13.05
16835,17031,20251126,Crédito,453.83,Aprovado,12.71
16836,17032,20240905,PIX,1191.09,Aprovado,14.29
16837,17033,20250111,PIX,746.8,Aprovado,8.96
16838,17036,20241113,Crédito,244.41,Aprovado,6.84
16839,17036,20241109,PIX,238.53,Aprovado,2.86
16840,17037,20240702,Boleto,387.55,Aprovado,4.65
16841,17038,20250429,Crédito,525.0,Aprovado,14.7
16842,17039,20241210,Crédito,370.21,Aprovado,10.37
16843,17040,20250630,PIX,385.36,Aprovado,4.62
16844,17041,20250530,Débito,434.05,Aprovado,12.15
16845,17041,20250525,Crédito,427.64,Aprovado,11.97
16846,17042,20240118,Crédito,293.6,Aprovado,8.22
16847,17044,20250630,Crédito,283.56,Aprovado,7.94
16848,17044,20250703,PIX,284.14,Aprovado,3.41
16849,17045,20241202,Crédito,716.2,Aprovado,20.05
16850,17046,20241111,Crédito,952.81,Aprovado,26.68
16851,17048,20250310,PIX,535.18,Aprovado,6.42
16852,17049,20260101,Crédito,1029.93,Aprovado,28.84
16853,17049,20260101,Débito,1036.71,Aprovado,29.03
16854,17050,20250707,Crédito,230.71,Aprovado,6.46
16855,17051,20240620,Crédito,556.73,Aprovado,15.59
16856,17052,20250110,Crédito,527.39,Aprovado,14.77
16857,17053,20240511,Débito,985.8,Aprovado,27.6
16858,17054,20240802,Crédito,4046.72,Aprovado,113.31
16859,17055,20240120,PIX,532.8,Aprovado,6.39
16860,17057,20240221,Crédito,323.39,Aprovado,9.05
16861,17057,20240220,Crédito,315.67,Aprovado,8.84
16862,17058,20240310,Crédito,1329.94,Aprovado,37.24
16863,17059,20240525,Crédito,296.01,Aprovado,8.29
16864,17060,20251205,Crédito,1362.65,Aprovado,38.15
16865,17062,20241208,PIX,1509.08,Aprovado,18.11
16866,17063,20251102,PIX,878.26,Aprovado,10.54
16867,17064,20250326,Crédito,758.67,Aprovado,21.24
16868,17065,20250130,Crédito,838.94,Aprovado,23.49
16869,17066,20240628,Crédito,526.69,Aprovado,14.75
16870,17067,20251202,Débito,313.13,Aprovado,8.77
16871,17068,20240111,Crédito,1592.63,Aprovado,44.59
16872,17069,20241016,PIX,1194.48,Aprovado,14.33
16873,17070,20240730,PIX,350.27,Aprovado,4.2
16874,17070,20240802,Crédito,348.4,Aprovado,9.76
16875,17071,20240330,Crédito,1064.33,Aprovado,29.8
16876,17072,20240625,PIX,237.13,Aprovado,2.85
16877,17073,20240121,Crédito,171.5,Aprovado,4.8
16878,17074,20241118,PIX,354.69,Aprovado,4.26
16879,17076,20240428,PIX,2923.05,Aprovado,35.08
16880,17077,20250511,Débito,282.03,Aprovado,7.9
16881,17078,20250910,Crédito,1646.16,Aprovado,46.09
16882,17079,20240204,Crédito,1330.35,Aprovado,37.25
16883,17080,20240522,Crédito,1006.86,Aprovado,28.19
16884,17081,20250331,PIX,12087.12,Aprovado,145.05
16885,17082,20240302,PIX,2492.29,Aprovado,29.91
16886,17083,20250225,Crédito,360.61,Aprovado,10.1
16887,17084,20251030,Boleto,710.97,Aprovado,8.53
16888,17085,20250622,PIX,948.46,Aprovado,11.38
16889,17086,20251203,PIX,618.89,Aprovado,7.43
16890,17086,20251129,Crédito,623.43,Aprovado,17.46
16891,17087,20241125,Crédito,1151.84,Aprovado,32.25
16892,17088,20250905,Crédito,614.8,Aprovado,17.21
16893,17089,20251204,Crédito,1197.18,Aprovado,33.52
16894,17090,20240801,Boleto,1742.24,Aprovado,20.91
16895,17091,20250626,Crédito,122.26,Aprovado,3.42
16896,17091,20250623,Débito,120.57,Aprovado,3.38
16897,17093,20240423,PIX,3240.82,Aprovado,38.89
16898,17094,20241010,Crédito,1933.84,Aprovado,54.15
16899,17095,20241111,Crédito,1301.8,Aprovado,36.45
16900,17096,20250511,Boleto,11918.52,Aprovado,143.02
16901,17097,20250907,Boleto,2002.56,Aprovado,24.03
16902,17099,20240213,Crédito,728.84,Aprovado,20.41
16903,17100,20240404,Crédito,319.55,Aprovado,8.95
16904,17100,20240404,Crédito,314.83,Aprovado,8.82
16905,17101,20240205,Crédito,361.07,Aprovado,10.11
16906,17102,20240405,PIX,799.99,Aprovado,9.6
16907,17103,20250922,PIX,657.84,Aprovado,7.89
16908,17104,20250620,PIX,1014.68,Aprovado,12.18
16909,17105,20251106,PIX,1735.66,Aprovado,20.83
16910,17106,20260101,Crédito,36.4,Aprovado,1.02
16911,17107,20251227,Crédito,761.54,Aprovado,21.32
16912,17108,20250310,PIX,1551.5,Aprovado,18.62
16913,17109,20240526,Débito,381.59,Aprovado,10.68
16914,17111,20240924,Crédito,915.54,Aprovado,25.64
16915,17112,20251201,Crédito,2057.57,Aprovado,57.61
16916,17113,20240715,PIX,953.62,Aprovado,11.44
16917,17114,20250719,PIX,1534.93,Aprovado,18.42
16918,17115,20240428,Crédito,486.45,Aprovado,13.62
16919,17115,20240501,Crédito,472.99,Aprovado,13.24
16920,17116,20241230,Crédito,885.89,Aprovado,24.8
16921,17117,20250206,Boleto,984.04,Aprovado,11.81
16922,17117,20250206,PIX,951.2,Aprovado,11.41
16923,17118,20240517,PIX,373.28,Aprovado,4.48
16924,17119,20251112,Crédito,484.65,Aprovado,13.57
16925,17120,20240401,Crédito,2289.36,Aprovado,64.1
16926,17121,20240622,Crédito,1591.46,Aprovado,44.56
16927,17122,20250930,Crédito,226.06,Aprovado,6.33
16928,17123,20241009,Crédito,248.78,Aprovado,6.97
16929,17125,20251130,Crédito,1455.45,Aprovado,40.75
16930,17126,20240727,Débito,1572.04,Aprovado,44.02
16931,17127,20240511,PIX,218.71,Aprovado,2.62
16932,17128,20250426,Crédito,251.74,Aprovado,7.05
16933,17129,20240611,Crédito,2407.1,Aprovado,67.4
16934,17130,20240627,Crédito,1729.25,Aprovado,48.42
16935,17132,20250601,Boleto,515.98,Aprovado,6.19
16936,17133,20250506,Débito,398.95,Aprovado,11.17
16937,17134,20250804,PIX,644.13,Aprovado,7.73
16938,17135,20250629,PIX,190.84,Aprovado,2.29
16939,17136,20250425,Crédito,560.77,Aprovado,15.7
16940,17137,20250325,Crédito,1619.78,Aprovado,45.35
16941,17138,20250715,PIX,471.41,Aprovado,5.66
16942,17139,20240214,Crédito,882.17,Estornado,24.7
16943,17140,20250817,Crédito,519.16,Aprovado,14.54
16944,17141,20240803,Boleto,453.29,Aprovado,5.44
16945,17142,20240525,PIX,698.82,Aprovado,8.39
16946,17143,20241125,Crédito,431.52,Aprovado,12.08
16947,17145,20240227,Crédito,1473.93,Aprovado,41.27
16948,17146,20240907,Crédito,2743.04,Estornado,76.81
16949,17147,20240526,Crédito,326.66,Aprovado,9.15
16950,17148,20241031,Crédito,1415.04,Aprovado,39.62
16951,17149,20241226,Crédito,462.73,Aprovado,12.96
16952,17150,20250227,Crédito,252.96,Aprovado,7.08
16953,17152,20250330,Débito,248.0,Aprovado,6.94
16954,17153,20240810,Crédito,353.92,Aprovado,9.91
16955,17154,20240219,PIX,1729.24,Aprovado,20.75
16956,17154,20240222,Crédito,1787.32,Aprovado,50.04
16957,17155,20250215,PIX,567.55,Aprovado,6.81
16958,17157,20240927,Crédito,282.98,Aprovado,7.92
16959,17158,20240207,Crédito,1615.39,Aprovado,45.23
16960,17159,20240806,Crédito,334.22,Aprovado,9.36
16961,17160,20240822,Crédito,2004.79,Aprovado,56.13
16962,17161,20240719,PIX,2631.44,Aprovado,31.58
16963,17162,20251121,Boleto,375.51,Aprovado,4.51
16964,17163,20250522,Crédito,999.95,Aprovado,28.0
16965,17164,20251230,Crédito,1090.17,Aprovado,30.52
16966,17165,20241209,Crédito,9100.11,Aprovado,254.8
16967,17166,20251129,Crédito,565.49,Aprovado,15.83
16968,17167,20241005,Boleto,1054.63,Aprovado,12.66
16969,17168,20251227,Crédito,2486.25,Aprovado,69.62
16970,17169,20260102,Crédito,3392.87,Aprovado,95.0
16971,17170,20240225,PIX,317.16,Aprovado,3.81
16972,17173,20250205,Crédito,1457.85,Aprovado,40.82
16973,17174,20240528,Débito,170.69,Aprovado,4.78
16974,17174,20240530,Débito,172.37,Aprovado,4.83
16975,17175,20240716,Crédito,9666.39,Aprovado,270.66
16976,17176,20240712,Crédito,582.31,Aprovado,16.3
16977,17177,20250918,Crédito,1565.98,Aprovado,43.85
16978,17178,20250819,Crédito,494.12,Aprovado,13.84
16979,17179,20241024,PIX,205.05,Aprovado,2.46
16980,17179,20241024,PIX,200.91,Aprovado,2.41
16981,17180,20240801,PIX,597.53,Aprovado,7.17
16982,17181,20251201,Crédito,880.61,Aprovado,24.66
16983,17182,20251109,Crédito,446.49,Aprovado,12.5
16984,17183,20241012,PIX,380.26,Aprovado,4.56
16985,17184,20240331,PIX,1543.24,Aprovado,18.52
16986,17186,20251112,Crédito,2602.34,Aprovado,72.87
16987,17187,20241010,PIX,389.55,Aprovado,4.67
